id,customer_id,product_id,rating,comment,created_at
96,18114,3402,5,Absolutely fantastic! Exceeded all my expectations.,2023-04-12 08:08:59
97,5702,3512,5,Best purchase I have made this year!,2025-02-06 19:25:12
98,8779,2006,3,Works okay but I expected better material.,2025-12-02 06:07:38
99,11112,132,5,Best purchase I have made this year!,2024-04-30 20:51:05
100,12610,1392,5,Absolutely fantastic! Exceeded all my expectations.,2024-05-22 17:28:22
101,12610,199,5,Very satisfied. Definitely worth the money.,2024-05-23 18:28:22
102,8281,1554,5,"High quality build, works perfectly.",2026-03-03 14:07:14
103,8281,3682,5,Absolutely fantastic! Exceeded all my expectations.,2026-03-03 18:07:14
104,12870,3310,5,Super fast shipping and great customer service. 10/10.,2025-08-26 09:42:25
105,19560,4328,5,"High quality build, works perfectly.",2025-07-13 15:46:22
106,4343,2727,5,"High quality build, works perfectly.",2026-02-03 23:44:03
107,5308,1394,1,"Defective on arrival, and customer service has been unhelpful.",2024-02-09 20:36:30
108,564,2154,4,Good quality. Delivery was slightly delayed but product is solid.,2025-09-05 10:26:11
109,5212,407,5,Best purchase I have made this year!,2024-08-17 07:31:20
110,313,552,5,Best purchase I have made this year!,2026-05-18 16:18:13
111,313,1988,4,Satisfied with this purchase. Minor wear but looks great.,2026-05-22 10:18:13
112,9380,4602,5,Absolutely fantastic! Exceeded all my expectations.,2023-12-16 09:44:15
113,14,4175,5,Absolutely fantastic! Exceeded all my expectations.,2025-05-17 15:17:26
114,3058,1804,2,Not what I expected based on the pictures. Disappointed.,2024-05-01 16:13:45
115,5428,818,4,Good quality. Delivery was slightly delayed but product is solid.,2024-12-08 14:19:08
116,6326,3582,4,Good quality. Delivery was slightly delayed but product is solid.,2025-08-17 01:50:15
117,1040,1374,5,"High quality build, works perfectly.",2026-06-08 08:03:02
118,18595,2320,1,"Defective on arrival, and customer service has been unhelpful.",2023-11-28 14:05:14
119,1321,2895,4,Good quality. Delivery was slightly delayed but product is solid.,2025-10-18 15:31:58
120,18649,782,5,Absolutely fantastic! Exceeded all my expectations.,2024-09-10 10:48:34
121,11736,1092,5,Absolutely fantastic! Exceeded all my expectations.,2025-06-10 19:51:47
122,1791,228,5,Best purchase I have made this year!,2025-12-09 07:25:08
123,7521,1517,2,Disappointed. The quality feels cheap and plastic.,2023-12-17 23:04:29
124,5268,4708,4,"Very good product, works as advertised.",2026-06-25 11:42:32
125,14687,748,3,Works okay but I expected better material.,2024-12-19 12:54:53
126,14260,4078,5,Absolutely fantastic! Exceeded all my expectations.,2026-05-14 20:41:43
127,14260,2748,2,Did not work as expected. Might return it soon.,2026-05-13 21:41:43
128,3538,4128,4,Good quality. Delivery was slightly delayed but product is solid.,2024-10-12 16:33:33
129,17849,3189,4,Solid performance and good value for money.,2024-03-22 16:45:11
130,3518,1299,3,"Average quality. It is decent, but nothing special.",2023-09-28 12:30:00
131,3518,2255,5,Best purchase I have made this year!,2023-10-03 12:30:00
132,3518,4048,5,Super fast shipping and great customer service. 10/10.,2023-10-02 18:30:00
133,7029,2867,4,Solid performance and good value for money.,2023-12-03 13:16:06
134,9792,414,5,Best purchase I have made this year!,2023-07-07 23:31:31
135,2175,826,5,"High quality build, works perfectly.",2023-08-08 15:57:27
136,5470,977,5,"High quality build, works perfectly.",2023-11-30 19:06:26
137,13584,2109,2,Not what I expected based on the pictures. Disappointed.,2024-09-20 13:35:41
138,15558,2197,5,Absolutely fantastic! Exceeded all my expectations.,2026-06-26 13:04:25
139,15888,3089,5,"High quality build, works perfectly.",2024-01-10 21:07:46
140,19107,3715,4,Satisfied with this purchase. Minor wear but looks great.,2024-12-12 13:32:23
141,15259,2081,3,Decent product but shipping took way too long.,2025-02-06 09:35:59
142,15259,409,1,Extremely poor quality. I am returning this immediately.,2025-02-03 10:35:59
143,2242,945,4,Satisfied with this purchase. Minor wear but looks great.,2023-12-31 16:21:26
144,14382,2512,3,Works okay but I expected better material.,2024-03-17 21:17:20
145,19337,4786,5,Absolutely fantastic! Exceeded all my expectations.,2023-06-09 22:34:12
146,17179,3618,5,Super fast shipping and great customer service. 10/10.,2023-11-23 11:01:49
147,6242,2257,5,Absolutely fantastic! Exceeded all my expectations.,2024-06-24 14:15:52
148,1276,1876,5,"High quality build, works perfectly.",2024-03-26 22:19:43
149,1276,317,5,Best purchase I have made this year!,2024-03-25 20:19:43
150,2400,3344,4,Good quality. Delivery was slightly delayed but product is solid.,2026-06-30 05:59:48
151,8169,1481,4,"Very good product, works as advertised.",2025-11-26 19:25:59
152,14861,2206,4,"Very good product, works as advertised.",2023-02-03 11:37:53
153,14861,2076,5,Best purchase I have made this year!,2023-02-04 11:37:53
154,14861,2339,5,"High quality build, works perfectly.",2023-02-03 08:37:53
155,4617,398,1,Horrible! Broke on the first day of use.,2023-10-11 08:12:11
156,4617,3856,5,Absolutely fantastic! Exceeded all my expectations.,2023-10-07 14:12:11
157,12078,2516,5,Very satisfied. Definitely worth the money.,2025-05-19 16:07:05
158,857,4405,5,Very satisfied. Definitely worth the money.,2026-05-19 15:13:44
159,857,662,5,"High quality build, works perfectly.",2026-05-15 18:13:44
160,2360,3602,4,Solid performance and good value for money.,2023-10-30 09:51:35
161,4981,3715,4,Solid performance and good value for money.,2024-02-22 18:09:24
162,4753,36,4,Satisfied with this purchase. Minor wear but looks great.,2025-11-08 21:21:31
163,15801,2789,4,Satisfied with this purchase. Minor wear but looks great.,2023-04-16 05:31:38
164,11347,2846,3,Works okay but I expected better material.,2024-06-26 08:15:10
165,4863,610,4,"Very good product, works as advertised.",2023-02-03 14:45:40
166,12831,2221,4,"Very good product, works as advertised.",2025-02-21 15:53:55
167,9731,3288,5,Very satisfied. Definitely worth the money.,2023-08-05 12:22:45
168,9731,2278,2,Not what I expected based on the pictures. Disappointed.,2023-08-11 13:22:45
169,6676,182,4,Solid performance and good value for money.,2024-12-27 19:29:36
170,4214,2297,5,Best purchase I have made this year!,2025-07-19 17:26:51
171,18503,2833,5,Very satisfied. Definitely worth the money.,2023-05-27 18:25:21
172,1910,1212,3,Decent product but shipping took way too long.,2023-12-12 02:40:31
173,10911,1153,4,Solid performance and good value for money.,2025-06-09 19:03:43
174,12542,3758,5,Super fast shipping and great customer service. 10/10.,2026-01-01 07:13:52
175,10713,4233,5,"High quality build, works perfectly.",2023-12-14 18:50:10
176,4344,1157,3,Works okay but I expected better material.,2026-02-01 15:22:28
177,11458,4116,4,Solid performance and good value for money.,2024-06-12 07:32:11
178,12383,3870,5,"High quality build, works perfectly.",2023-04-24 12:04:42
179,12039,147,5,Absolutely fantastic! Exceeded all my expectations.,2023-07-12 10:26:31
180,9777,83,5,Best purchase I have made this year!,2024-04-10 08:31:24
181,17946,393,3,Decent product but shipping took way too long.,2023-03-15 13:20:32
182,17946,1487,3,Works okay but I expected better material.,2023-03-17 14:20:32
183,16111,3347,5,Very satisfied. Definitely worth the money.,2025-09-07 10:00:09
184,2284,597,3,Decent product but shipping took way too long.,2023-11-26 16:22:10
185,18660,4482,3,Decent product but shipping took way too long.,2026-05-05 17:38:16
186,19271,4091,4,Solid performance and good value for money.,2023-03-07 20:12:41
187,6799,198,4,Good quality. Delivery was slightly delayed but product is solid.,2024-12-14 08:34:15
188,15658,4927,4,"Very good product, works as advertised.",2024-12-18 22:59:14
189,12048,528,5,Best purchase I have made this year!,2024-10-02 13:48:20
190,5760,3687,5,Absolutely fantastic! Exceeded all my expectations.,2023-12-12 15:31:04
191,5760,2328,5,Super fast shipping and great customer service. 10/10.,2023-12-17 16:31:04
192,12995,1833,5,Best purchase I have made this year!,2023-12-24 16:09:31
193,12995,1504,5,Best purchase I have made this year!,2023-12-22 12:09:31
194,7086,4733,5,"High quality build, works perfectly.",2023-07-28 17:29:16
195,12105,564,5,Very satisfied. Definitely worth the money.,2025-03-24 07:52:20
196,16859,2480,1,"Defective on arrival, and customer service has been unhelpful.",2025-08-05 12:02:42
197,3811,1826,5,Super fast shipping and great customer service. 10/10.,2023-12-08 06:35:57
198,3811,704,5,Best purchase I have made this year!,2023-12-07 10:35:57
199,10824,2010,5,Absolutely fantastic! Exceeded all my expectations.,2023-03-06 09:59:31
200,8035,2271,5,"High quality build, works perfectly.",2024-12-06 08:05:46
201,11988,2007,5,"High quality build, works perfectly.",2025-09-15 21:59:58
202,19337,4554,5,"High quality build, works perfectly.",2025-06-24 13:32:43
203,3119,3158,4,Solid performance and good value for money.,2023-09-26 16:52:57
204,7320,2203,5,Best purchase I have made this year!,2023-01-23 20:48:44
205,8135,3844,5,Absolutely fantastic! Exceeded all my expectations.,2025-11-06 13:47:39
206,8135,4234,4,Satisfied with this purchase. Minor wear but looks great.,2025-11-05 08:47:39
207,271,3714,3,"It does the job, but there are better alternatives out there.",2025-06-01 09:20:58
208,17413,3242,4,Good quality. Delivery was slightly delayed but product is solid.,2025-05-01 10:42:30
209,15525,224,5,"High quality build, works perfectly.",2024-08-11 14:40:29
210,14132,1164,5,Best purchase I have made this year!,2025-12-10 23:44:02
211,5447,349,5,"High quality build, works perfectly.",2025-09-11 09:12:30
212,6351,1422,4,Solid performance and good value for money.,2023-06-28 11:44:05
213,6351,2889,5,Best purchase I have made this year!,2023-06-28 07:44:05
214,2764,4112,1,Waste of money. Complete garbage. Do not buy!,2024-03-25 22:00:34
215,15436,2233,5,Best purchase I have made this year!,2025-09-13 19:11:54
216,14357,2822,5,Best purchase I have made this year!,2023-12-13 11:52:35
217,9454,4999,5,"High quality build, works perfectly.",2023-11-22 08:56:11
218,7245,4823,2,Disappointed. The quality feels cheap and plastic.,2024-11-27 00:13:05
219,12664,1358,5,Super fast shipping and great customer service. 10/10.,2025-06-15 22:37:19
220,16285,486,4,Good quality. Delivery was slightly delayed but product is solid.,2024-07-21 00:44:28
221,3179,2207,2,Not what I expected based on the pictures. Disappointed.,2025-01-08 20:00:42
222,4510,3095,5,Super fast shipping and great customer service. 10/10.,2025-11-25 17:12:28
223,4510,3687,5,Super fast shipping and great customer service. 10/10.,2025-11-30 23:12:28
224,4834,3116,5,Absolutely fantastic! Exceeded all my expectations.,2025-12-05 19:43:57
225,12318,3047,5,Super fast shipping and great customer service. 10/10.,2024-10-18 07:29:20
226,6803,1345,4,Satisfied with this purchase. Minor wear but looks great.,2025-08-29 06:01:03
227,6881,1735,5,Very satisfied. Definitely worth the money.,2025-07-25 13:40:29
228,15151,4104,5,Super fast shipping and great customer service. 10/10.,2023-07-27 22:25:27
229,11395,1724,5,Absolutely fantastic! Exceeded all my expectations.,2023-09-28 15:10:09
230,12587,45,4,Satisfied with this purchase. Minor wear but looks great.,2025-05-19 19:00:35
231,12587,298,5,Very satisfied. Definitely worth the money.,2025-05-19 17:00:35
232,14493,1988,5,Very satisfied. Definitely worth the money.,2023-06-29 13:12:53
233,10894,2938,5,Super fast shipping and great customer service. 10/10.,2023-05-18 10:21:03
234,13102,3808,1,Waste of money. Complete garbage. Do not buy!,2025-08-18 22:19:11
235,3171,833,5,Super fast shipping and great customer service. 10/10.,2026-02-11 17:40:10
236,720,1059,5,Super fast shipping and great customer service. 10/10.,2025-07-02 17:26:56
237,4756,3922,5,Very satisfied. Definitely worth the money.,2024-12-27 12:22:25
238,19860,4775,5,Super fast shipping and great customer service. 10/10.,2025-03-25 12:03:16
239,16807,4074,5,"High quality build, works perfectly.",2023-09-19 16:37:54
240,14611,671,1,Extremely poor quality. I am returning this immediately.,2024-12-31 15:49:11
241,19952,3532,1,Horrible! Broke on the first day of use.,2026-03-25 22:56:38
242,19952,1994,4,Solid performance and good value for money.,2026-03-21 17:56:38
243,7201,3484,5,Absolutely fantastic! Exceeded all my expectations.,2024-10-17 00:41:44
244,510,364,5,"High quality build, works perfectly.",2023-12-12 08:22:52
245,6128,1557,3,Decent product but shipping took way too long.,2024-05-22 15:26:07
246,18444,1316,5,Super fast shipping and great customer service. 10/10.,2023-03-07 21:52:23
247,18444,1391,3,Works okay but I expected better material.,2023-03-01 16:52:23
248,13204,3561,5,Best purchase I have made this year!,2023-04-14 09:01:09
249,2704,470,4,"Very good product, works as advertised.",2024-05-25 08:23:49
250,2348,2198,5,Best purchase I have made this year!,2025-12-24 13:10:01
251,13257,187,4,Solid performance and good value for money.,2023-11-26 14:17:34
252,7198,1049,5,Best purchase I have made this year!,2025-03-07 16:50:22
253,14718,2895,5,"High quality build, works perfectly.",2024-07-13 18:47:03
254,4776,987,5,Super fast shipping and great customer service. 10/10.,2026-04-10 14:44:29
255,863,2715,3,"It does the job, but there are better alternatives out there.",2024-05-02 10:16:11
256,13301,4419,5,Super fast shipping and great customer service. 10/10.,2023-09-22 11:06:12
257,13301,3597,5,Very satisfied. Definitely worth the money.,2023-09-25 11:06:12
258,5838,1145,5,Very satisfied. Definitely worth the money.,2024-05-29 18:39:57
259,5827,48,4,Satisfied with this purchase. Minor wear but looks great.,2024-07-15 13:27:48
260,17142,3612,4,Solid performance and good value for money.,2025-09-11 16:30:32
261,11396,1321,5,Very satisfied. Definitely worth the money.,2025-06-12 16:36:44
262,14209,2057,5,Super fast shipping and great customer service. 10/10.,2023-07-21 23:46:33
263,11543,1794,3,"Average quality. It is decent, but nothing special.",2024-08-23 14:47:38
264,12789,761,3,Decent product but shipping took way too long.,2023-12-31 18:34:32
265,8625,1303,5,Absolutely fantastic! Exceeded all my expectations.,2025-11-06 22:13:35
266,14106,621,5,Absolutely fantastic! Exceeded all my expectations.,2025-06-06 16:40:08
267,312,4613,5,Very satisfied. Definitely worth the money.,2023-04-18 20:30:41
268,1122,2291,5,Super fast shipping and great customer service. 10/10.,2023-12-07 16:41:32
269,2639,20,5,Very satisfied. Definitely worth the money.,2024-10-05 13:57:56
270,13250,4756,5,"High quality build, works perfectly.",2023-12-30 17:59:51
271,3212,262,5,"High quality build, works perfectly.",2025-01-07 21:47:04
272,13694,431,5,Super fast shipping and great customer service. 10/10.,2023-04-19 14:38:38
273,13694,3005,4,Good quality. Delivery was slightly delayed but product is solid.,2023-04-23 16:38:38
274,7790,3797,4,Good quality. Delivery was slightly delayed but product is solid.,2023-01-11 22:11:16
275,7790,2225,5,Best purchase I have made this year!,2023-01-08 02:11:16
276,7790,4910,5,Absolutely fantastic! Exceeded all my expectations.,2023-01-12 21:11:16
277,17823,1668,4,Good quality. Delivery was slightly delayed but product is solid.,2023-06-26 12:38:27
278,17823,4090,5,Absolutely fantastic! Exceeded all my expectations.,2023-06-24 13:38:27
279,18269,552,5,Absolutely fantastic! Exceeded all my expectations.,2024-07-20 23:08:56
280,7654,4544,4,"Very good product, works as advertised.",2024-11-29 07:56:24
281,7654,4071,5,Absolutely fantastic! Exceeded all my expectations.,2024-11-28 10:56:24
282,2250,317,5,Very satisfied. Definitely worth the money.,2023-08-06 18:53:51
283,3282,3487,5,Absolutely fantastic! Exceeded all my expectations.,2023-08-05 21:10:38
284,3282,1640,5,Super fast shipping and great customer service. 10/10.,2023-07-29 20:10:38
285,3459,2615,5,"High quality build, works perfectly.",2023-02-15 19:23:58
286,4061,672,4,Solid performance and good value for money.,2024-05-27 12:40:23
287,17039,4854,4,Satisfied with this purchase. Minor wear but looks great.,2023-06-27 18:25:54
288,4752,1305,4,"Very good product, works as advertised.",2024-04-21 10:13:06
289,12311,498,5,Very satisfied. Definitely worth the money.,2024-07-14 15:25:50
290,392,3616,4,Solid performance and good value for money.,2024-06-24 06:30:27
291,7645,1826,5,Absolutely fantastic! Exceeded all my expectations.,2024-12-26 08:11:13
292,9750,448,5,Absolutely fantastic! Exceeded all my expectations.,2024-08-27 17:32:45
293,820,1636,4,"Very good product, works as advertised.",2023-12-24 14:26:40
294,2774,2128,5,Best purchase I have made this year!,2026-01-09 21:51:41
295,19434,3486,4,"Very good product, works as advertised.",2023-06-05 17:40:51
296,3832,2890,2,Disappointed. The quality feels cheap and plastic.,2025-11-15 14:21:28
297,10570,1220,5,Best purchase I have made this year!,2024-09-11 17:33:33
298,10570,3730,4,Good quality. Delivery was slightly delayed but product is solid.,2024-09-11 18:33:33
299,10846,1946,5,Super fast shipping and great customer service. 10/10.,2024-06-26 11:16:49
300,9676,3216,5,Absolutely fantastic! Exceeded all my expectations.,2025-10-09 08:59:50
301,9676,3589,4,"Very good product, works as advertised.",2025-10-13 10:59:50
302,3487,4128,5,Best purchase I have made this year!,2023-09-28 20:57:31
303,19708,2576,5,"High quality build, works perfectly.",2025-05-21 08:11:56
304,14880,2764,5,Very satisfied. Definitely worth the money.,2024-07-28 06:18:40
305,6960,2620,5,Best purchase I have made this year!,2023-11-05 14:49:03
306,6960,4453,5,"High quality build, works perfectly.",2023-11-11 10:49:03
307,3514,3113,5,Super fast shipping and great customer service. 10/10.,2025-09-06 21:36:45
308,3514,4901,5,Very satisfied. Definitely worth the money.,2025-09-03 13:36:45
309,3514,3638,5,Very satisfied. Definitely worth the money.,2025-08-29 13:36:45
310,16946,2462,4,"Very good product, works as advertised.",2025-11-25 19:50:05
311,16946,4249,4,Good quality. Delivery was slightly delayed but product is solid.,2025-11-20 18:50:05
312,15377,657,5,Absolutely fantastic! Exceeded all my expectations.,2024-10-22 05:00:28
313,15483,3831,5,Very satisfied. Definitely worth the money.,2026-05-13 12:09:49
314,7429,407,4,"Very good product, works as advertised.",2024-11-25 12:58:43
315,18518,2533,4,Good quality. Delivery was slightly delayed but product is solid.,2024-10-27 01:01:39
316,10030,1555,5,Absolutely fantastic! Exceeded all my expectations.,2025-12-14 10:48:13
317,11698,1813,4,Satisfied with this purchase. Minor wear but looks great.,2026-01-12 12:24:30
318,4886,2467,3,Decent product but shipping took way too long.,2024-07-24 19:46:27
319,3304,266,4,"Very good product, works as advertised.",2024-07-25 12:12:54
320,1056,4362,5,Super fast shipping and great customer service. 10/10.,2025-11-20 12:54:25
321,13524,2271,5,"High quality build, works perfectly.",2024-12-04 14:44:54
322,10518,894,4,"Very good product, works as advertised.",2024-12-18 16:09:23
323,7026,3553,5,Best purchase I have made this year!,2023-09-14 15:02:19
324,7026,4394,5,Very satisfied. Definitely worth the money.,2023-09-11 22:02:19
325,19871,1657,5,Absolutely fantastic! Exceeded all my expectations.,2023-12-27 23:34:00
326,19871,1871,5,Super fast shipping and great customer service. 10/10.,2023-12-24 19:34:00
327,11580,303,4,Solid performance and good value for money.,2025-06-08 05:11:33
328,3771,766,5,Very satisfied. Definitely worth the money.,2023-12-17 23:01:21
329,8575,722,4,Solid performance and good value for money.,2024-02-01 14:43:01
330,8575,2041,2,Disappointed. The quality feels cheap and plastic.,2024-01-31 17:43:01
331,15923,4548,5,"High quality build, works perfectly.",2024-11-29 10:23:20
332,8466,2119,5,Absolutely fantastic! Exceeded all my expectations.,2024-08-02 05:55:25
333,8466,1675,5,Absolutely fantastic! Exceeded all my expectations.,2024-08-02 11:55:25
334,17017,4548,4,Solid performance and good value for money.,2026-06-10 14:46:22
335,15669,4064,4,Solid performance and good value for money.,2026-01-23 14:24:39
336,15669,564,2,Did not work as expected. Might return it soon.,2026-01-17 12:24:39
337,7965,3991,5,Best purchase I have made this year!,2023-02-25 09:05:10
338,7965,2720,5,Very satisfied. Definitely worth the money.,2023-02-27 06:05:10
339,14625,3306,5,Best purchase I have made this year!,2023-10-29 23:26:37
340,2211,389,4,Good quality. Delivery was slightly delayed but product is solid.,2024-07-18 14:31:35
341,9201,1924,1,"Defective on arrival, and customer service has been unhelpful.",2026-03-27 18:25:44
342,9201,3269,5,Absolutely fantastic! Exceeded all my expectations.,2026-03-25 17:25:44
343,9968,4419,5,Very satisfied. Definitely worth the money.,2026-06-19 20:40:44
344,9968,4276,5,Best purchase I have made this year!,2026-06-16 19:40:44
345,9968,860,4,Satisfied with this purchase. Minor wear but looks great.,2026-06-18 15:40:44
346,10654,3161,5,Very satisfied. Definitely worth the money.,2023-03-11 16:17:35
347,6854,3228,4,Good quality. Delivery was slightly delayed but product is solid.,2025-07-29 19:35:58
348,17050,4556,4,Satisfied with this purchase. Minor wear but looks great.,2023-10-01 16:43:06
349,10809,4014,5,Super fast shipping and great customer service. 10/10.,2026-03-21 06:12:14
350,6314,3789,5,Best purchase I have made this year!,2024-04-06 18:00:11
351,6314,1731,4,Satisfied with this purchase. Minor wear but looks great.,2024-04-10 18:00:11
352,6314,608,5,Super fast shipping and great customer service. 10/10.,2024-04-11 14:00:11
